identityKey,versionKey,name,edition,level,school,castingTime,range,components,duration,concentration,ritual,attackModes,saveAbilities,effectReliabilityCategory,spellLists,sourceBooks,sourcePage,sourceSlug
rary-s-telepathic-bond,2024:rary-s-telepathic-bond,Rary's Telepathic Bond,2024,-1,Divination,Action or R,30 feet,"V, S, M",1 hour,false,false,,,fixed_effect,Bard;Wizard,Player's Handbook (2024),,rary-s-telepathic-bond
ray-of-enfeeblement,2024:ray-of-enfeeblement,Ray of Enfeeblement,2024,-1,Necromancy,Action,60 feet,"V, S","C, up to 1 minute",false,false,,constitution,saving_throw,Warlock;Wizard,Player's Handbook (2024),,ray-of-enfeeblement
ray-of-sickness,2024:ray-of-sickness,Ray of Sickness,2024,-1,Necromancy,Action,60 feet,"V, S",Instantaneous,false,false,ranged_spell,,attack_roll,Sorcerer;Wizard,Player's Handbook (2024),,ray-of-sickness
regenerate,2024:regenerate,Regenerate,2024,-1,Transmutation,1 minute,Touch,"V, S, M",1 hour,false,false,,,fixed_effect,Bard;Cleric;Druid,Player's Handbook (2024),,regenerate
reincarnate,2024:reincarnate,Reincarnate,2024,-1,Necromancy,1 hour,Touch,"V, S, M(C*)",Instantaneous,false,false,,,fixed_effect,Druid,Player's Handbook (2024),,reincarnate
remove-curse,2024:remove-curse,Remove Curse,2024,-1,Abjuration,Action,Touch,"V, S",Instantaneous,false,false,,,fixed_effect,Cleric;Paladin;Warlock;Wizard,Player's Handbook (2024),,remove-curse
resurrection,2024:resurrection,Resurrection,2024,-1,Necromancy,1 hour,Touch,"V, S, M(C*)",Instantaneous,false,false,,,fixed_effect,Bard;Cleric,Player's Handbook (2024),,resurrection
reverse-gravity,2024:reverse-gravity,Reverse Gravity,2024,-1,Transmutation,Action,100 feet,"V, S, M","C, up to 1 minute",false,false,,dexterity,saving_throw,Druid;Sorcerer;Wizard,Player's Handbook (2024),,reverse-gravity
revivify,2024:revivify,Revivify,2024,-1,Necromancy,Action,Touch,"V, S, M(C*)",Instantaneous,false,false,,,fixed_effect,Artificer;Cleric;Druid;Paladin;Ranger,Player's Handbook (2024),,revivify
rope-trick,2024:rope-trick,Rope Trick,2024,-1,Transmutation,Action,Touch,"V, S, M",1 hour,false,false,,,fixed_effect,Artificer;Wizard,Player's Handbook (2024),,rope-trick
sanctuary,2024:sanctuary,Sanctuary,2024,-1,Abjuration,Bonus Action,30 feet,"V, S, M",1 minute,false,false,,wisdom,saving_throw,Artificer;Cleric,Player's Handbook (2024),,sanctuary
scorching-ray,2024:scorching-ray,Scorching Ray,2024,-1,Evocation,Action,120 feet,"V, S",Instantaneous,false,false,ranged_spell,,attack_roll,Sorcerer;Wizard,Player's Handbook (2024),,scorching-ray
scrying,2024:scrying,Scrying,2024,-1,Divination,10 minutes,Self,"V, S, M","C, up to 10 minutes",false,false,,wisdom,saving_throw,Bard;Cleric;Druid;Warlock;Wizard,Player's Handbook (2024),,scrying
searing-smite,2024:searing-smite,Searing Smite,2024,-1,Evocation,Bonus Action(*),Self,V,1 minute,false,false,,constitution,saving_throw,Paladin,Player's Handbook (2024),,searing-smite
see-invisibility,2024:see-invisibility,See Invisibility,2024,-1,Divination,Action,Self,"V, S, M",1 hour,false,false,,,fixed_effect,Artificer;Bard;Sorcerer;Wizard,Player's Handbook (2024),,see-invisibility
seeming,2024:seeming,Seeming,2024,-1,Illusion,Action,30 feet,"V, S",8 hours,false,false,,charisma,saving_throw,Bard;Sorcerer;Wizard,Player's Handbook (2024),,seeming
sending,2024:sending,Sending,2024,-1,Divination,Action,Unlimited,"V, S, M",Instantaneous,false,false,,,fixed_effect,Bard;Cleric;Wizard,Player's Handbook (2024),,sending
sequester,2024:sequester,Sequester,2024,-1,Transmutation,Action,Touch,"V, S, M(C*)",Until dispelled,false,false,,,fixed_effect,Wizard,Player's Handbook (2024),,sequester
shapechange,2024:shapechange,Shapechange,2024,-1,Transmutation,Action,Self,"V, S, M(C)","C, up to 1 hour",false,false,,,fixed_effect,Druid;Wizard,Player's Handbook (2024),,shapechange
shatter,2024:shatter,Shatter,2024,-1,Evocation,Action,60 feet,"V, S, M",Instantaneous,false,false,,constitution,saving_throw,Bard;Sorcerer;Wizard,Player's Handbook (2024),,shatter
shield,2024:shield,Shield,2024,-1,Abjuration,Reaction,Self,"V, S",1 round,false,false,,,fixed_effect,Sorcerer;Wizard,Player's Handbook (2024),,shield
shield-of-faith,2024:shield-of-faith,Shield of Faith,2024,-1,Abjuration,Bonus Action,60 feet,"V, S, M","C, up to 10 minutes",false,false,,,fixed_effect,Cleric;Paladin,Player's Handbook (2024),,shield-of-faith
shining-smite,2024:shining-smite,Shining Smite,2024,-1,Transmutation,Bonus Action(*),Self,V,"C,up to 1 minute",false,false,,,fixed_effect,Paladin,Player's Handbook (2024),,shining-smite
silence,2024:silence,Silence,2024,-1,Illusion,Action or R,120 feet,"V, S","C, up to 10 minutes",false,false,,,fixed_effect,Bard;Cleric;Ranger,Player's Handbook (2024),,silence
silent-image,2024:silent-image,Silent Image,2024,-1,Illusion,Action,60 feet,"V, S, M","C, up to 10 minutes",false,false,,,fixed_effect,Bard;Sorcerer;Wizard,Player's Handbook (2024),,silent-image
simulacrum,2024:simulacrum,Simulacrum,2024,-1,Illusion,12 hours,Touch,"V, S, M(C*)",Until dispelled,false,false,,,fixed_effect,Wizard,Player's Handbook (2024),,simulacrum
sleep,2024:sleep,Sleep,2024,-1,Enchantment,Action,60 feet,"V, S, M","C, up to 1 minute",false,false,,wisdom,saving_throw,Bard;Sorcerer;Wizard,Player's Handbook (2024),,sleep
sleet-storm,2024:sleet-storm,Sleet Storm,2024,-1,Conjuration,Action,150 feet,"V, S, M","C, up to 1 minute",false,false,,dexterity,saving_throw,Druid;Sorcerer;Wizard,Player's Handbook (2024),,sleet-storm
slow,2024:slow,Slow,2024,-1,Transmutation,Action,120 feet,"V, S, M","C, up to 1 minute",false,false,,wisdom;dexterity,saving_throw,Bard;Sorcerer;Wizard,Player's Handbook (2024),,slow
speak-with-animals,2024:speak-with-animals,Speak with Animals,2024,-1,Divination,Action or R,Self,"V, S",10 minutes,false,false,,,fixed_effect,Bard;Druid;Ranger;Warlock,Player's Handbook (2024),,speak-with-animals
speak-with-dead,2024:speak-with-dead,Speak with Dead,2024,-1,Necromancy,Action,10 feet,"V, S, M",10 minutes,false,false,,,fixed_effect,Bard;Cleric;Wizard,Player's Handbook (2024),,speak-with-dead
speak-with-plants,2024:speak-with-plants,Speak with Plants,2024,-1,Transmutation,Action,Self,"V, S",10 minutes,false,false,,,fixed_effect,Bard;Druid;Ranger,Player's Handbook (2024),,speak-with-plants
spider-climb,2024:spider-climb,Spider Climb,2024,-1,Transmutation,Action,Touch,"V, S, M","C, up to 1 hour",false,false,,,fixed_effect,Artificer;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,spider-climb
spike-growth,2024:spike-growth,Spike Growth,2024,-1,Transmutation,Action,150 feet,"V, S, M","C, up to 10 minutes",false,false,,,fixed_effect,Druid;Ranger,Player's Handbook (2024),,spike-growth
spirit-guardians,2024:spirit-guardians,Spirit Guardians,2024,-1,Conjuration,Action,Self,"V, S, M","C, up to 10 minutes",false,false,,wisdom,saving_throw,Cleric,Player's Handbook (2024),,spirit-guardians
spiritual-weapon,2024:spiritual-weapon,Spiritual Weapon,2024,-1,Evocation,Bonus Action,60 feet,"V, S","C, up to 1 minute",false,false,melee_spell,,attack_roll,Cleric,Player's Handbook (2024),,spiritual-weapon
staggering-smite,2024:staggering-smite,Staggering Smite,2024,-1,Enchantment,Bonus Action(*),Self,V,Instantaneous,false,false,,wisdom,saving_throw,Paladin,Player's Handbook (2024),,staggering-smite
steel-wind-strike,2024:steel-wind-strike,Steel Wind Strike,2024,-1,Conjuration,Action,30 feet,"S, M",Instantaneous,false,false,melee_spell,,attack_roll,Ranger;Wizard,Player's Handbook (2024),,steel-wind-strike
stinking-cloud,2024:stinking-cloud,Stinking Cloud,2024,-1,Conjuration,Action,90 feet,"V, S, M","C, up to 1 minute",false,false,,constitution,saving_throw,Bard;Sorcerer;Wizard,Player's Handbook (2024),,stinking-cloud
stone-shape,2024:stone-shape,Stone Shape,2024,-1,Transmutation,Action,Touch,"V, S, M",Instantaneous,false,false,,,fixed_effect,Artificer;Cleric;Druid;Wizard,Player's Handbook (2024),,stone-shape
stoneskin,2024:stoneskin,Stoneskin,2024,-1,Transmutation,Action,Touch,"V, S, M(C*)","C, up to 1 hour",false,false,,,fixed_effect,Artificer;Druid;Ranger;Sorcerer;Wizard,Player's Handbook (2024),,stoneskin
storm-of-vengeance,2024:storm-of-vengeance,Storm of Vengeance,2024,-1,Conjuration,Action,1 mile,"V, S","C, up to 1 minute",false,false,,constitution;dexterity,saving_throw,Druid,Player's Handbook (2024),,storm-of-vengeance
suggestion,2024:suggestion,Suggestion,2024,-1,Enchantment,Action,30 feet,"V, M","C, up to 8 hours",false,false,,wisdom,saving_throw,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,suggestion
summon-aberration,2024:summon-aberration,Summon Aberration,2024,-1,Conjuration,Action,90 feet,"V, S, M(C)","C, up to 1 hour",false,false,,,fixed_effect,Warlock;Wizard,Player's Handbook (2024),,summon-aberration
summon-beast,2024:summon-beast,Summon Beast,2024,-1,Conjuration,Action,90 feet,"V, S, M(C)","C, up to 1 hour",false,false,,,fixed_effect,Druid;Ranger,Player's Handbook (2024),,summon-beast
summon-celestial,2024:summon-celestial,Summon Celestial,2024,-1,Conjuration,Action,90 feet,"V, S, M(C)","C, up to 1 hour",false,false,,,fixed_effect,Cleric;Paladin,Player's Handbook (2024),,summon-celestial
summon-construct,2024:summon-construct,Summon Construct,2024,-1,Conjuration,Action,90 feet,"V, S, M(C)","C, up to 1 hour",false,false,,,fixed_effect,Artificer;Wizard,Player's Handbook (2024),,summon-construct
summon-dragon,2024:summon-dragon,Summon Dragon,2024,-1,Conjuration,Action,60 feet,"V, S, M(C)","C, up to 1 hour",false,false,,,fixed_effect,Wizard,Player's Handbook (2024),,summon-dragon
summon-elemental,2024:summon-elemental,Summon Elemental,2024,-1,Conjuration,Action,90 feet,"V, S, M(C)","C, up to 1 hour",false,false,,,fixed_effect,Druid;Ranger;Wizard,Player's Handbook (2024),,summon-elemental
summon-fey,2024:summon-fey,Summon Fey,2024,-1,Conjuration,Action,90 feet,"V, S, M(C)","C, up to 1 hour",false,false,,,fixed_effect,Druid;Ranger;Warlock;Wizard,Player's Handbook (2024),,summon-fey
summon-fiend,2024:summon-fiend,Summon Fiend,2024,-1,Conjuration,Action,90 feet,"V, S, M(C)","C, up to 1 hour",false,false,,,fixed_effect,Warlock;Wizard,Player's Handbook (2024),,summon-fiend
summon-undead,2024:summon-undead,Summon Undead,2024,-1,Necromancy,Action,90 feet,"V, S, M(C)","C, up to 1 hour",false,false,,,fixed_effect,Warlock;Wizard,Player's Handbook (2024),,summon-undead
sunbeam,2024:sunbeam,Sunbeam,2024,-1,Evocation,Action,Self,"V, S, M","C, up to 1 minute",false,false,,constitution,saving_throw,Cleric;Druid;Sorcerer;Wizard,Player's Handbook (2024),,sunbeam
sunburst,2024:sunburst,Sunburst,2024,-1,Evocation,Action,150 feet,"V, S, M",Instantaneous,false,false,,constitution,saving_throw,Cleric;Druid;Sorcerer;Wizard,Player's Handbook (2024),,sunburst
swift-quiver,2024:swift-quiver,Swift Quiver,2024,-1,Transmutation,Bonus Action,Self,"V, S, M","C, up to 1 minute",false,false,,,fixed_effect,Ranger,Player's Handbook (2024),,swift-quiver
symbol,2024:symbol,Symbol,2024,-1,Abjuration,1 minute,Touch,"V, S, M(C*)",Until dispelled or triggered,false,false,,constitution;wisdom,saving_throw,Bard;Cleric;Druid;Wizard,Player's Handbook (2024),,symbol
synaptic-static,2024:synaptic-static,Synaptic Static,2024,-1,Enchantment,Action,120 feet,"V, S",Instantaneous,false,false,,intelligence;constitution,saving_throw,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,synaptic-static
tasha-s-bubbling-cauldron,2024:tasha-s-bubbling-cauldron,Tasha's Bubbling Cauldron,2024,-1,Conjuration,Action,5 feet,"V, S, M",10 minutes,false,false,,,modifier_scaled,Warlock;Wizard,Player's Handbook (2024),,tasha-s-bubbling-cauldron
tasha-s-hideous-laughter,2024:tasha-s-hideous-laughter,Tasha's Hideous Laughter,2024,-1,Enchantment,Action,30 feet,"V, S, M","C, up to 1 minute",false,false,,wisdom,saving_throw,Bard;Warlock;Wizard,Player's Handbook (2024),,tasha-s-hideous-laughter
telekinesis,2024:telekinesis,Telekinesis,2024,-1,Transmutation,Action,60 feet,"V, S","C, up to 10 minutes",false,false,,strength,saving_throw,Sorcerer;Wizard,Player's Handbook (2024),,telekinesis
telepathy,2024:telepathy,Telepathy,2024,-1,Divination,Action,Unlimited,"V, S, M",24 hours,false,false,,,fixed_effect,Wizard,Player's Handbook (2024),,telepathy
teleport,2024:teleport,Teleport,2024,-1,Conjuration,Action,10 feet,V,Instantaneous,false,false,,,fixed_effect,Bard;Sorcerer;Wizard,Player's Handbook (2024),,teleport
teleportation-circle,2024:teleportation-circle,Teleportation Circle,2024,-1,Conjuration,1 minute,10 feet,"V, M (C*)",1 round,false,false,,,fixed_effect,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,teleportation-circle
tenser-s-floating-disk,2024:tenser-s-floating-disk,Tenser's Floating Disk,2024,-1,Conjuration,Action or R,30 feet,"V, S, M",1 hour,false,false,,,fixed_effect,Wizard,Player's Handbook (2024),,tenser-s-floating-disk
thunderous-smite,2024:thunderous-smite,Thunderous Smite,2024,-1,Evocation,Bonus Action(*),Self,V,Instantaneous,false,false,,strength,saving_throw,Paladin,Player's Handbook (2024),,thunderous-smite
thunderwave,2024:thunderwave,Thunderwave,2024,-1,Evocation,Action,Self,"V, S",Instantaneous,false,false,,constitution,saving_throw,Bard;Druid;Sorcerer;Wizard,Player's Handbook (2024),,thunderwave
time-stop,2024:time-stop,Time Stop,2024,-1,Transmutation,Action,Self,V,Instantaneous,false,false,,,fixed_effect,Sorcerer;Wizard,Player's Handbook (2024),,time-stop
tongues,2024:tongues,Tongues,2024,-1,Divination,Action,Touch,"V, M",1 hour,false,false,,,fixed_effect,Bard;Cleric;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,tongues
transport-via-plants,2024:transport-via-plants,Transport via Plants,2024,-1,Conjuration,Action,10 feet,"V, S",1 minute,false,false,,,fixed_effect,Druid,Player's Handbook (2024),,transport-via-plants
tree-stride,2024:tree-stride,Tree Stride,2024,-1,Conjuration,Action,Self,"V, S","C, up to 1 minute",false,false,,,fixed_effect,Druid;Ranger,Player's Handbook (2024),,tree-stride
true-polymorph,2024:true-polymorph,True Polymorph,2024,-1,Transmutation,Action,30 feet,"V, S, M","C, up to 1 hour",false,false,,wisdom,saving_throw,Bard;Warlock;Wizard,Player's Handbook (2024),,true-polymorph
true-resurrection,2024:true-resurrection,True Resurrection,2024,-1,Necromancy,1 hour,Touch,"V, S, M(C*)",Instantaneous,false,false,,,fixed_effect,Cleric;Druid,Player's Handbook (2024),,true-resurrection
true-seeing,2024:true-seeing,True Seeing,2024,-1,Divination,Action,Touch,"V, S, M(C*)",1 hour,false,false,,,fixed_effect,Bard;Cleric;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,true-seeing
tsunami,2024:tsunami,Tsunami,2024,-1,Conjuration,1 minute,1 mile,"V, S","C, up to 6 rounds",false,false,,strength,saving_throw,Druid,Player's Handbook (2024),,tsunami
unseen-servant,2024:unseen-servant,Unseen Servant,2024,-1,Conjuration,Action or R,60 feet,"V, S, M",1 hour,false,false,,,fixed_effect,Bard;Warlock;Wizard,Player's Handbook (2024),,unseen-servant
vampiric-touch,2024:vampiric-touch,Vampiric Touch,2024,-1,Necromancy,Action,Self,"V, S","C, up to 1 minute",false,false,melee_spell,,attack_roll,Sorcerer;Warlock;Wizard,Player's Handbook (2024),,vampiric-touch
vitriolic-sphere,2024:vitriolic-sphere,Vitriolic Sphere,2024,-1,Evocation,Action,150 feet,"V, S, M",Instantaneous,false,false,,dexterity,saving_throw,Sorcerer;Wizard,Player's Handbook (2024),,vitriolic-sphere
wall-of-fire,2024:wall-of-fire,Wall of Fire,2024,-1,Evocation,Action,120 feet,"V, S, M","C, up to 1 minute",false,false,,dexterity,saving_throw,Druid;Sorcerer;Wizard,Player's Handbook (2024),,wall-of-fire
wall-of-force,2024:wall-of-force,Wall of Force,2024,-1,Evocation,Action,120 feet,"V, S, M","C, up to 10 minutes",false,false,,,fixed_effect,Wizard,Player's Handbook (2024),,wall-of-force
wall-of-ice,2024:wall-of-ice,Wall of Ice,2024,-1,Evocation,Action,120 feet,"V, S, M","C, up to 10 minutes",false,false,,dexterity;constitution,saving_throw,Wizard,Player's Handbook (2024),,wall-of-ice
wall-of-stone,2024:wall-of-stone,Wall of Stone,2024,-1,Evocation,Action,120 feet,"V, S, M","C, up to 10 minutes",false,false,,dexterity,saving_throw,Artificer;Druid;Sorcerer;Wizard,Player's Handbook (2024),,wall-of-stone
wall-of-thorns,2024:wall-of-thorns,Wall of Thorns,2024,-1,Conjuration,Action,120 feet,"V, S, M","C, up to 10 minutes",false,false,,dexterity,saving_throw,Druid,Player's Handbook (2024),,wall-of-thorns
warding-bond,2024:warding-bond,Warding Bond,2024,-1,Abjuration,Action,Touch,"V, S, M",1 hour,false,false,,,fixed_effect,Cleric;Paladin,Player's Handbook (2024),,warding-bond
water-breathing,2024:water-breathing,Water Breathing,2024,-1,Transmutation,Action or R,30 feet,"V, S, M",24 hours,false,false,,,fixed_effect,Artificer;Druid;Ranger;Sorcerer;Wizard,Player's Handbook (2024),,water-breathing
water-walk,2024:water-walk,Water Walk,2024,-1,Transmutation,Action or R,30 feet,"V, S, M",1 hour,false,false,,,fixed_effect,Artificer;Cleric;Druid;Ranger;Sorcerer,Player's Handbook (2024),,water-walk
web,2024:web,Web,2024,-1,Conjuration,Action,60 feet,"V, S, M","C, up to 1 hour",false,false,,dexterity,saving_throw,Artificer;Sorcerer;Wizard,Player's Handbook (2024),,web
weird,2024:weird,Weird,2024,-1,Illusion,Action,120 feet,"V, S","C, up to 1 minute",false,false,,wisdom,saving_throw,Warlock;Wizard,Player's Handbook (2024),,weird
wind-walk,2024:wind-walk,Wind Walk,2024,-1,Transmutation,1 minute,30 feet,"V, S, M",8 hours,false,false,,,fixed_effect,Druid,Player's Handbook (2024),,wind-walk
wind-wall,2024:wind-wall,Wind Wall,2024,-1,Evocation,Action,120 feet,"V, S, M","C, up to 1 minute",false,false,,strength,saving_throw,Druid;Ranger,Player's Handbook (2024),,wind-wall
wish,2024:wish,Wish,2024,-1,Conjuration,Action,Self,V,Instantaneous,false,false,,,fixed_effect,Sorcerer;Wizard,Player's Handbook (2024),,wish
witch-bolt,2024:witch-bolt,Witch Bolt,2024,-1,Evocation,Action,60 feet,"V, S, M","C, up to 1 minute",false,false,ranged_spell,,attack_roll,Sorcerer;Warlock;Wizard,Player's Handbook (2024),,witch-bolt
word-of-recall,2024:word-of-recall,Word of Recall,2024,-1,Conjuration,Action,5 feet,V,Instantaneous,false,false,,,fixed_effect,Cleric,Player's Handbook (2024),,word-of-recall
wrathful-smite,2024:wrathful-smite,Wrathful Smite,2024,-1,Necromancy,Bonus Action(*),Self,V,1 minute,false,false,,wisdom,saving_throw,Paladin,Player's Handbook (2024),,wrathful-smite
yolande-s-regal-presence,2024:yolande-s-regal-presence,Yolande's Regal Presence,2024,-1,Enchantment,Action,Self,"V, S, M","C, up to 1 minute",false,false,,wisdom,saving_throw,Bard;Wizard,Player's Handbook (2024),,yolande-s-regal-presence
zone-of-truth,2024:zone-of-truth,Zone of Truth,2024,-1,Enchantment,Action,60 feet,"V, S",10 minutes,false,false,,charisma,saving_throw,Bard;Cleric;Paladin,Player's Handbook (2024),,zone-of-truth
acid-splash,2024:acid-splash,Acid Splash,2024,0,Evocation,Action,60 feet,"V, S",Instantaneous,false,false,,dexterity,saving_throw,Artificer;Sorcerer;Wizard,Player's Handbook (2024),,acid-splash
blade-ward,2024:blade-ward,Blade Ward,2024,0,Abjuration,Action,Self,"V, S","C, up to 1 minute",false,false,,,fixed_effect,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,blade-ward
chill-touch,2024:chill-touch,Chill Touch,2024,0,Necromancy,Action,Touch,"V, S",Instantaneous,false,false,melee_spell,,attack_roll,Sorcerer;Warlock;Wizard,Player's Handbook (2024),,chill-touch
dancing-lights,2024:dancing-lights,Dancing Lights,2024,0,Illusion,Action,120 feet,"V, S, M","C, up to 1 minute",false,false,,,fixed_effect,Artificer;Bard;Sorcerer;Wizard,Player's Handbook (2024),,dancing-lights
druidcraft,2024:druidcraft,Druidcraft,2024,0,Transmutation,Action,30 feet,"V, S",Instantaneous,false,false,,,fixed_effect,Druid,Player's Handbook (2024),,druidcraft
eldritch-blast,2024:eldritch-blast,Eldritch Blast,2024,0,Evocation,Action,120 feet,"V, S",Instantaneous,false,false,ranged_spell,,attack_roll,Warlock,Player's Handbook (2024),,eldritch-blast
elementalism,2024:elementalism,Elementalism,2024,0,Transmutation,Action,30 feet,"V, S",Instantaneous,false,false,,,fixed_effect,Artificer;Druid;Sorcerer;Wizard,Player's Handbook (2024),,elementalism
fire-bolt,2024:fire-bolt,Fire Bolt,2024,0,Evocation,Action,120 feet,"V, S",Instantaneous,false,false,ranged_spell,,attack_roll,Artificer;Sorcerer;Wizard,Player's Handbook (2024),,fire-bolt
friends,2024:friends,Friends,2024,0,Enchantment,Action,10 feet,"S, M","C, up to 1 minute",false,false,,wisdom,saving_throw,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,friends
guidance,2024:guidance,Guidance,2024,0,Divination,Action,Touch,"V, S","C, up to 1 minute",false,false,,,fixed_effect,Artificer;Cleric;Druid,Player's Handbook (2024),,guidance
light,2024:light,Light,2024,0,Evocation,Action,Touch,"V, M",1 hour,false,false,,,fixed_effect,Artificer;Bard;Cleric;Sorcerer;Wizard,Player's Handbook (2024),,light
mage-hand,2024:mage-hand,Mage Hand,2024,0,Conjuration,Action,30 feet,"V, S",1 minute,false,false,,,fixed_effect,Artificer;Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,mage-hand
mending,2024:mending,Mending,2024,0,Transmutation,1 minute,Touch,"V, S, M",Instantaneous,false,false,,,fixed_effect,Bard;Cleric;Druid;Sorcerer;Wizard,Player's Handbook (2024),,mending
message,2024:message,Message,2024,0,Transmutation,Action,120 feet,"S, M",1 round,false,false,,,fixed_effect,Artificer;Bard;Druid;Sorcerer;Wizard,Player's Handbook (2024),,message
mind-sliver,2024:mind-sliver,Mind Sliver,2024,0,Enchantment,Action,60 feet,V,1 round,false,false,,intelligence,saving_throw,Sorcerer;Warlock;Wizard,Player's Handbook (2024),,mind-sliver
minor-illusion,2024:minor-illusion,Minor Illusion,2024,0,Illusion,Action,30 feet,"S, M",1 minute,false,false,,,fixed_effect,Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,minor-illusion
poison-spray,2024:poison-spray,Poison Spray,2024,0,Necromancy,Action,30 feet,"V, S",Instantaneous,false,false,ranged_spell,,attack_roll,Artificer;Druid;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,poison-spray
prestidigitation,2024:prestidigitation,Prestidigitation,2024,0,Transmutation,Action,10 feet,"V, S",Up to 1 hour,false,false,,,fixed_effect,Artificer;Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,prestidigitation
produce-flame,2024:produce-flame,Produce Flame,2024,0,Conjuration,Bonus Action,Self,"V, S",10 minutes,false,false,ranged_spell,,attack_roll,Druid,Player's Handbook (2024),,produce-flame
ray-of-frost,2024:ray-of-frost,Ray of Frost,2024,0,Evocation,Action,60 feet,"V, S",Instantaneous,false,false,ranged_spell,,attack_roll,Artificer;Sorcerer;Wizard,Player's Handbook (2024),,ray-of-frost
resistance,2024:resistance,Resistance,2024,0,Abjuration,Action,Touch,"V, S","C, up to 1 minute",false,false,,,fixed_effect,Artificer;Cleric;Druid,Player's Handbook (2024),,resistance
sacred-flame,2024:sacred-flame,Sacred Flame,2024,0,Evocation,Action,60 feet,"V, S",Instantaneous,false,false,,dexterity,saving_throw,Cleric,Player's Handbook (2024),,sacred-flame
shillelagh,2024:shillelagh,Shillelagh,2024,0,Transmutation,Bonus Action,Self,"V, S, M",1 minute,false,false,,,fixed_effect,Druid,Player's Handbook (2024),,shillelagh
shocking-grasp,2024:shocking-grasp,Shocking Grasp,2024,0,Evocation,Action,Touch,"V, S",Instantaneous,false,false,melee_spell,,attack_roll,Artificer;Sorcerer;Wizard,Player's Handbook (2024),,shocking-grasp
sorcerous-burst,2024:sorcerous-burst,Sorcerous Burst,2024,0,Evocation,Action,120 feet,"V, S",Instantaneous,false,false,ranged_spell,,attack_roll,Sorcerer,Player's Handbook (2024),,sorcerous-burst
spare-the-dying,2024:spare-the-dying,Spare the Dying,2024,0,Necromancy,Action,15 feet,"V, S",Instantaneous,false,false,,,fixed_effect,Artificer;Cleric;Druid,Player's Handbook (2024),,spare-the-dying
starry-wisp,2024:starry-wisp,Starry Wisp,2024,0,Evocation,Action,60 feet,"V, S",Instantaneous,false,false,ranged_spell,,attack_roll,Bard;Druid,Player's Handbook (2024),,starry-wisp
thaumaturgy,2024:thaumaturgy,Thaumaturgy,2024,0,Transmutation,Action,30 feet,V,Up to 1 minute,false,false,,,fixed_effect,Cleric,Player's Handbook (2024),,thaumaturgy
thorn-whip,2024:thorn-whip,Thorn Whip,2024,0,Transmutation,Action,30 feet,"V, S, M",Instantaneous,false,false,melee_spell,,attack_roll,Artificer;Druid,Player's Handbook (2024),,thorn-whip
thunderclap,2024:thunderclap,Thunderclap,2024,0,Evocation,Action,Self,S,Instantaneous,false,false,,constitution,saving_throw,Artificer;Bard;Druid;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,thunderclap
toll-the-dead,2024:toll-the-dead,Toll the Dead,2024,0,Necromancy,Action,60 feet,"V, S",Instantaneous,false,false,,wisdom,saving_throw,Cleric;Warlock;Wizard,Player's Handbook (2024),,toll-the-dead
true-strike,2024:true-strike,True Strike,2024,0,Divination,Action,Self,"S, M",Instantaneous,false,false,,,fixed_effect,Artificer;Bard;Sorcerer;Warlock;Wizard,Player's Handbook (2024),,true-strike
vicious-mockery,2024:vicious-mockery,Vicious Mockery,2024,0,Enchantment,Action,60 feet,V,Instantaneous,false,false,,wisdom,saving_throw,Bard,Player's Handbook (2024),,vicious-mockery
word-of-radiance,2024:word-of-radiance,Word of Radiance,2024,0,Evocation,Action,Self,"V, M",Instantaneous,false,false,,constitution,saving_throw,Cleric,Player's Handbook (2024),,word-of-radiance
